WorkerId,Input.model1_summary1,Input.model2_summary1,Input.model1_summary2,Input.model2_summary2,Input.model1_summary3,Input.model2_summary3,Input.model1_summary4,Input.model2_summary4,Input.model1_summary5,Input.model2_summary5,Input.id1,Input.id2,Input.id3,Input.id4,Input.id5,Answer.pref1,Answer.pref2,Answer.pref3,Answer.pref4,Answer.pref5
3,"ISIS militants have seized control of the Yarmouk Palestinian refugee camp near Damascus, Syria. The camp is now trapped between ISIS and Syrian regime forces, with an estimated 18,000 refugees stuck in dire conditions. Aid agencies are struggling to provide assistance, and residents are facing the choice of fleeing or staying in a camp of death.","Besieged and bombed by Syrian forces for more than two years, the desperate residents of this Palestinian refugee camp near Damascus awoke in early April to a new, even more terrifying reality -- ISIS militants seizing Yarmouk after defeating several militia groups operating in the area.","ISIS has taken control of the Yarmouk refugee camp in Syria, causing chaos and terror for the residents. The camp is now caught in the middle of fighting between ISIS and the Syrian government, leaving thousands trapped and in desperate need of aid. The situation is dire, with limited access to food, water, and medical care, and residents are faced with the difficult decision of whether to stay and risk their lives or attempt to flee.","Yarmouk is now ""the deepest circle of hell,"" says the U.N., with ISIS and Syrian regime forces fighting for control.","ISIS has taken control of the Yarmouk refugee camp in Syria, causing chaos and terror for the residents who are trapped between ISIS and Syrian regime forces. Aid organizations are struggling to provide assistance to the 18,000 refugees trapped in the camp, who are facing dire conditions and have no place to flee. The situation is described as a ""camp of death"" with residents fearing both ISIS and the Syrian regime.","Unable to escape, residents of one of the world's most beleaguered places are now trapped between ISIS and Syrian regime forces in ""the deepest circle of hell,"" according to the U.N.","Besieged and bombed by Syrian forces for more than two years, the desperate residents of this Palestinian refugee camp near Damascus awoke in early April to a new, even more terrifying reality -- ISIS militants seizing Yarmouk after defeating several militia groups operating in the area.","ISIS militants have taken control of the Yarmouk refugee camp near Damascus, Syria, after defeating other militia groups. The camp is now in a state of chaos and residents are trapped between ISIS and Syrian regime forces. Aid and medical supplies are scarce, and many residents are trying to flee the camp. The situation is dire and the camp is described as a ""circle of hell"" by the U.N. Secretary-General.",Yarmouk's residents have been terrorized by ISIS and Syrian regime forces for more than two years.,"ISIS has taken control of the Yarmouk refugee camp in Syria, causing chaos and terror for the residents who are trapped inside. The camp has been under siege for years and is now facing violence from both ISIS and Syrian regime forces. The situation is dire, with limited access to food, water, and medical care. Residents are afraid and desperate for help.",2,2,2,1,1,-1,-1,-1,1,1
10,"After spending nearly 30 years on Alabama's death row for a crime he always maintained he did not commit, Anthony Ray Hinton was finally released when new evidence proved his innocence. His life was defined by a strict routine and he missed out on the outside world. Despite the difficult circumstances, Hinton maintained his sense of humor and never gave up hope.","Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton spent nearly 30 years on Alabama's death row for a crime he maintained he did not commit. After new evidence was presented, the state dismissed the charges and Hinton was released. During his time in prison, Hinton maintained his sense of humor and never gave up hope.","Anthony Ray Hinton spent nearly 30 years on death row for a crime he always maintained he was innocent of. After new evidence came to light, the state dismissed the charges against him and he was released from prison. Hinton credits his sense of humor for helping him get through his time on death row.",Anthony Ray Hinton was convicted of killing two men -- Birmingham-area fast-food restaurant managers John Davidson and Thomas Wayne Vason -- but he always said he was innocent.,"Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton, a man who spent nearly 30 years on Alabama's death row for a crime he didn't commit, was recently released after new evidence proved his innocence. He had to adjust to a world that had changed drastically since he was imprisoned, and credits his sense of humor for getting him through the tough times. The state has acknowledged that his conviction was a miscarriage of justice.",Anthony Ray Hinton spent nearly 30 years on Alabama's death row. Now he's free.,"Anthony Ray Hinton, who spent nearly 30 years on Alabama's death row for a crime he didn't commit, was recently released after new evidence proved his innocence. He had to adjust to life outside of prison, having missed out on many changes in the world. Despite the hardships he faced, Hinton never gave up and credited his sense of humor for getting him through.",2,1,2,1,1,-1,1,-1,1,1
5,"After spending nearly 30 years on Alabama's death row for a crime he always maintained he did not commit, Anthony Ray Hinton was finally released when new evidence proved his innocence. His life was defined by a strict routine and he missed out on the outside world. Despite the difficult circumstances, Hinton maintained his sense of humor and never gave up hope.","Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton spent nearly 30 years on Alabama's death row for a crime he maintained he did not commit. After new evidence was presented, the state dismissed the charges and Hinton was released. During his time in prison, Hinton maintained his sense of humor and never gave up hope.","Anthony Ray Hinton spent nearly 30 years on death row for a crime he always maintained he was innocent of. After new evidence came to light, the state dismissed the charges against him and he was released from prison. Hinton credits his sense of humor for helping him get through his time on death row.",Anthony Ray Hinton was convicted of killing two men -- Birmingham-area fast-food restaurant managers John Davidson and Thomas Wayne Vason -- but he always said he was innocent.,"Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton, a man who spent nearly 30 years on Alabama's death row for a crime he didn't commit, was recently released after new evidence proved his innocence. He had to adjust to a world that had changed drastically since he was imprisoned, and credits his sense of humor for getting him through the tough times. The state has acknowledged that his conviction was a miscarriage of justice.",Anthony Ray Hinton spent nearly 30 years on Alabama's death row. Now he's free.,"Anthony Ray Hinton, who spent nearly 30 years on Alabama's death row for a crime he didn't commit, was recently released after new evidence proved his innocence. He had to adjust to life outside of prison, having missed out on many changes in the world. Despite the hardships he faced, Hinton never gave up and credited his sense of humor for getting him through.",2,1,2,1,1,-1,1,-1,1,1
8,"After spending nearly 30 years on Alabama's death row for a crime he always maintained he did not commit, Anthony Ray Hinton was finally released when new evidence proved his innocence. His life was defined by a strict routine and he missed out on the outside world. Despite the difficult circumstances, Hinton maintained his sense of humor and never gave up hope.","Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton spent nearly 30 years on Alabama's death row for a crime he maintained he did not commit. After new evidence was presented, the state dismissed the charges and Hinton was released. During his time in prison, Hinton maintained his sense of humor and never gave up hope.","Anthony Ray Hinton spent nearly 30 years on death row for a crime he always maintained he was innocent of. After new evidence came to light, the state dismissed the charges against him and he was released from prison. Hinton credits his sense of humor for helping him get through his time on death row.",Anthony Ray Hinton was convicted of killing two men -- Birmingham-area fast-food restaurant managers John Davidson and Thomas Wayne Vason -- but he always said he was innocent.,"Anthony Ray Hinton is 58 years old. But in many ways, he is new to the world -- at least the one we know. Little things like using a fork, going out at night, tucking into bed without anyone checking on you; they're all strange for someone like Hinton who spent nearly 30 years on Alabama's death row.","Anthony Ray Hinton, a man who spent nearly 30 years on Alabama's death row for a crime he didn't commit, was recently released after new evidence proved his innocence. He had to adjust to a world that had changed drastically since he was imprisoned, and credits his sense of humor for getting him through the tough times. The state has acknowledged that his conviction was a miscarriage of justice.",Anthony Ray Hinton spent nearly 30 years on Alabama's death row. Now he's free.,"Anthony Ray Hinton, who spent nearly 30 years on Alabama's death row for a crime he didn't commit, was recently released after new evidence proved his innocence. He had to adjust to life outside of prison, having missed out on many changes in the world. Despite the hardships he faced, Hinton never gave up and credited his sense of humor for getting him through.",2,1,2,1,1,-1,1,-1,1,1
5,"ABC is filming a proof of concept for a revival of ""The Muppets,"" with co-creator of ""The Big Bang Theory"" Bill Prady co-writing the script. The project could potentially go straight to series and is set to film next weekend with original Muppet performers returning. The concept for the revival includes the regular Muppet characters gathering for a meeting about a new ""Muppet Show,"" but the show won't move forward unless Miss Piggy signs on. The decision to revive ""The Muppets"" comes as variety shows and remakes/reboots are popular on TV.","ABC is filming a proof of concept for a revival of The Muppets, The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred'","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned.","ABC is filming a proof of concept for a revival of ""The Muppets"" with the original Muppet performers returning. The concept includes the regular characters gathering for a meeting about a new show, but it won't move forward unless Miss Piggy signs on. The show is being produced by ABC Studios and The Muppet Studios, with ""The Big Bang Theory"" co-creator Bill Prady co-writing and possibly juggling both projects. The decision to revive ""The Muppets"" comes as variety shows and remakes/reboots are popular on TV.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned.","ABC is filming a proof of concept for a revival of ""The Muppets"" with the original cast of characters returning. The show will focus on the characters trying to launch a new ""Muppet Show"" but facing obstacles, including Miss Piggy's rocky relationship with Kermit. The project is being produced by ABC Studios and The Muppet Studios, and if it is successful, it could go straight to series.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred","ABC is filming a proof of concept for a revival of ""The Muppets"" with Bill Prady and Bob Kushell attached to write and produce. The show will focus on the regular cast of characters gathering for a meeting about a new ""Muppet Show,"" but Miss Piggy's current relationship with Kermit is preventing the show from moving forward. The project is being produced by ABC Studios and The Muppet Studios, and if all goes well, the show could go straight to series.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred","ABC is filming a proof of concept for a revival of ""The Muppets"" with ""The Big Bang Theory"" co-creator Bill Prady co-writing the script. The concept involves the original Muppet characters gathering for a meeting about a new show, but it won't move forward unless Miss Piggy signs on. The project is being produced by ABC Studios and The Muppet Studios and may go straight to series if successful. This revival comes as variety shows and reboots are popular on television.",2,1,1,1,1,0,1,1,0,0
1,"ABC is filming a proof of concept for a revival of ""The Muppets,"" with co-creator of ""The Big Bang Theory"" Bill Prady co-writing the script. The project could potentially go straight to series and is set to film next weekend with original Muppet performers returning. The concept for the revival includes the regular Muppet characters gathering for a meeting about a new ""Muppet Show,"" but the show won't move forward unless Miss Piggy signs on. The decision to revive ""The Muppets"" comes as variety shows and remakes/reboots are popular on TV.","ABC is filming a proof of concept for a revival of The Muppets, The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred'","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned.","ABC is filming a proof of concept for a revival of ""The Muppets"" with the original Muppet performers returning. The concept includes the regular characters gathering for a meeting about a new show, but it won't move forward unless Miss Piggy signs on. The show is being produced by ABC Studios and The Muppet Studios, with ""The Big Bang Theory"" co-creator Bill Prady co-writing and possibly juggling both projects. The decision to revive ""The Muppets"" comes as variety shows and remakes/reboots are popular on TV.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned.","ABC is filming a proof of concept for a revival of ""The Muppets"" with the original cast of characters returning. The show will focus on the characters trying to launch a new ""Muppet Show"" but facing obstacles, including Miss Piggy's rocky relationship with Kermit. The project is being produced by ABC Studios and The Muppet Studios, and if it is successful, it could go straight to series.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred","ABC is filming a proof of concept for a revival of ""The Muppets"" with Bill Prady and Bob Kushell attached to write and produce. The show will focus on the regular cast of characters gathering for a meeting about a new ""Muppet Show,"" but Miss Piggy's current relationship with Kermit is preventing the show from moving forward. The project is being produced by ABC Studios and The Muppet Studios, and if all goes well, the show could go straight to series.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred","ABC is filming a proof of concept for a revival of ""The Muppets"" with ""The Big Bang Theory"" co-creator Bill Prady co-writing the script. The concept involves the original Muppet characters gathering for a meeting about a new show, but it won't move forward unless Miss Piggy signs on. The project is being produced by ABC Studios and The Muppet Studios and may go straight to series if successful. This revival comes as variety shows and reboots are popular on television.",2,1,1,1,1,0,1,1,-1,1
7,"ABC is filming a proof of concept for a revival of ""The Muppets,"" with co-creator of ""The Big Bang Theory"" Bill Prady co-writing the script. The project could potentially go straight to series and is set to film next weekend with original Muppet performers returning. The concept for the revival includes the regular Muppet characters gathering for a meeting about a new ""Muppet Show,"" but the show won't move forward unless Miss Piggy signs on. The decision to revive ""The Muppets"" comes as variety shows and remakes/reboots are popular on TV.","ABC is filming a proof of concept for a revival of The Muppets, The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred'","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned.","ABC is filming a proof of concept for a revival of ""The Muppets"" with the original Muppet performers returning. The concept includes the regular characters gathering for a meeting about a new show, but it won't move forward unless Miss Piggy signs on. The show is being produced by ABC Studios and The Muppet Studios, with ""The Big Bang Theory"" co-creator Bill Prady co-writing and possibly juggling both projects. The decision to revive ""The Muppets"" comes as variety shows and remakes/reboots are popular on TV.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned.","ABC is filming a proof of concept for a revival of ""The Muppets"" with the original cast of characters returning. The show will focus on the characters trying to launch a new ""Muppet Show"" but facing obstacles, including Miss Piggy's rocky relationship with Kermit. The project is being produced by ABC Studios and The Muppet Studios, and if it is successful, it could go straight to series.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred","ABC is filming a proof of concept for a revival of ""The Muppets"" with Bill Prady and Bob Kushell attached to write and produce. The show will focus on the regular cast of characters gathering for a meeting about a new ""Muppet Show,"" but Miss Piggy's current relationship with Kermit is preventing the show from moving forward. The project is being produced by ABC Studios and The Muppet Studios, and if all goes well, the show could go straight to series.","ABC is filming a proof of concept for a revival of ""The Muppets,"" The Hollywood Reporter has learned. ""The Big Bang Theory"" co-creator Bill Prady is co-writing the script for a pilot presentation that sources say could be unspooled at May's upfront presentation to Madison Avenue advertisers. Sources tell THR that the project, if all goes well, could go straight to series. Bob Kushell (""Anger Management,"" ""3rd Rock From the Sun"") will also co-write and is attached to serve as showrunner, with Wilfred","ABC is filming a proof of concept for a revival of ""The Muppets"" with ""The Big Bang Theory"" co-creator Bill Prady co-writing the script. The concept involves the original Muppet characters gathering for a meeting about a new show, but it won't move forward unless Miss Piggy signs on. The project is being produced by ABC Studios and The Muppet Studios and may go straight to series if successful. This revival comes as variety shows and reboots are popular on television.",2,1,1,1,1,-1,1,1,1,1
6,"Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and are now officially parents.","Justin Timberlake and Jessica Biel have a son, named Silas Randall Timberlake.","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.","Justin Timberlake and Jessica Biel announced the arrival of their son, Silas Randall Timberlake, in statements to People.",Jessica Biel and Justin Timberlake have welcomed a son.,"Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to both of their families, with Silas being the middle name of Timberlake's late grandfather and Randall being Timberlake's own middle name and his father's first name. The couple announced the pregnancy in January through an Instagram post.","Justin Timberlake and Jessica Biel announced the arrival of their son, Silas Randall Timberlake.","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.","Justin Timberlake and Jessica Biel announce the birth of their son, Silas Randall Timberlake","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The baby's middle name is a tribute to Timberlake's late grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.",2,2,1,1,1,-1,1,1,0,1
11,"Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and are now officially parents.","Justin Timberlake and Jessica Biel have a son, named Silas Randall Timberlake.","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.","Justin Timberlake and Jessica Biel announced the arrival of their son, Silas Randall Timberlake, in statements to People.",Jessica Biel and Justin Timberlake have welcomed a son.,"Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to both of their families, with Silas being the middle name of Timberlake's late grandfather and Randall being Timberlake's own middle name and his father's first name. The couple announced the pregnancy in January through an Instagram post.","Justin Timberlake and Jessica Biel announced the arrival of their son, Silas Randall Timberlake.","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.","Justin Timberlake and Jessica Biel announce the birth of their son, Silas Randall Timberlake","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The baby's middle name is a tribute to Timberlake's late grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.",2,2,1,1,1,-1,-1,1,1,0
8,"Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and are now officially parents.","Justin Timberlake and Jessica Biel have a son, named Silas Randall Timberlake.","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.","Justin Timberlake and Jessica Biel announced the arrival of their son, Silas Randall Timberlake, in statements to People.",Jessica Biel and Justin Timberlake have welcomed a son.,"Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to both of their families, with Silas being the middle name of Timberlake's late grandfather and Randall being Timberlake's own middle name and his father's first name. The couple announced the pregnancy in January through an Instagram post.","Justin Timberlake and Jessica Biel announced the arrival of their son, Silas Randall Timberlake.","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The name is a tribute to Timberlake's grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.","Justin Timberlake and Jessica Biel announce the birth of their son, Silas Randall Timberlake","Justin Timberlake and Jessica Biel have welcomed their first child, a son named Silas Randall Timberlake. The baby's middle name is a tribute to Timberlake's late grandfather and his own middle name. The couple announced the pregnancy in January and this is their first baby.",2,2,1,1,1,-1,-1,1,1,1
10,"The new ""Fantastic Four"" is out in August, and a new trailer shows off the classic Marvel characters.","The new ""Fantastic Four"" movie will have a different storyline and cast compared to the original film from a decade ago. The trailer for the movie shows the characters' early interactions and the introduction of the villain Dr. Doom. Another highly anticipated trailer released was for ""Jurassic World,"" which features Chris Pratt as a scientist trying to contain genetically modified dinosaurs. The dinosaurs in the movie have also learned to communicate with each other, causing concern among viewers. Overall, early reactions on Twitter for both trailers have been positive.","The new ""Fantastic Four"" trailer shows the origins of the classic Marvel comics characters.","The new ""Fantastic Four"" movie will have a different storyline and cast compared to the original film from a decade ago. The trailer shows the team's origin and introduces the villain, Dr. Doom. The trailer for ""Jurassic World"" also came out, featuring more of Chris Pratt's character and a genetically modified dinosaur that causes chaos. Fans on Twitter had mixed reactions to both trailers.","The new ""Fantastic Four"" movie, set to be released on August 7, will have a different storyline from the original movie released a decade ago. The trailer shows the foursome being given their powers by Sue and Johnny Storm's father and being transported to another dimension. The movie also features the villainous Dr. Doom and early flirtation between Sue Storm and Reed Richards. The new trailer for ""Jurassic World"" was also released, featuring more of star Chris Pratt and showing the dinosaurs communicating with each other. Early reactions on Twitter for both trailers were positive.","The new ""Fantastic Four"" trailer shows us a different take on the classic Marvel comics characters, played this go-round by Miles Teller, Kate Mara, Michael B. Jordan and Jamie Bell.","The new ""Fantastic Four"" movie will have a different storyline from the original, with the foursome gaining their powers in another dimension and their father playing a role in their transformation. The trailer also introduces the villain Dr. Doom. The new trailer for ""Jurassic World"" was released, featuring Chris Pratt and genetically modified dinosaurs that can communicate with each other. Early reactions on Twitter were positive.","The new trailer for ""Fantastic Four"" shows the origins of the classic Marvel comics characters.","New ""Fantastic Four"" trailer shows a different take on the classic Marvel comics characters.","The new ""Fantastic Four"" movie, set to release on August 7, will have a different storyline from the original film. The trailer shows the origin of the foursome's powers and their flirtation between Sue Storm and Reed Richards. The new trailer for ""Jurassic World"" also came out, featuring more of star Chris Pratt and the dinosaurs' ability to communicate. Early reactions on Twitter for both movies are positive.",1,1,2,2,1,1,-1,-1,-1,1
11,"The new ""Fantastic Four"" is out in August, and a new trailer shows off the classic Marvel characters.","The new ""Fantastic Four"" movie will have a different storyline and cast compared to the original film from a decade ago. The trailer for the movie shows the characters' early interactions and the introduction of the villain Dr. Doom. Another highly anticipated trailer released was for ""Jurassic World,"" which features Chris Pratt as a scientist trying to contain genetically modified dinosaurs. The dinosaurs in the movie have also learned to communicate with each other, causing concern among viewers. Overall, early reactions on Twitter for both trailers have been positive.","The new ""Fantastic Four"" trailer shows the origins of the classic Marvel comics characters.","The new ""Fantastic Four"" movie will have a different storyline and cast compared to the original film from a decade ago. The trailer shows the team's origin and introduces the villain, Dr. Doom. The trailer for ""Jurassic World"" also came out, featuring more of Chris Pratt's character and a genetically modified dinosaur that causes chaos. Fans on Twitter had mixed reactions to both trailers.","The new ""Fantastic Four"" movie, set to be released on August 7, will have a different storyline from the original movie released a decade ago. The trailer shows the foursome being given their powers by Sue and Johnny Storm's father and being transported to another dimension. The movie also features the villainous Dr. Doom and early flirtation between Sue Storm and Reed Richards. The new trailer for ""Jurassic World"" was also released, featuring more of star Chris Pratt and showing the dinosaurs communicating with each other. Early reactions on Twitter for both trailers were positive.","The new ""Fantastic Four"" trailer shows us a different take on the classic Marvel comics characters, played this go-round by Miles Teller, Kate Mara, Michael B. Jordan and Jamie Bell.","The new ""Fantastic Four"" movie will have a different storyline from the original, with the foursome gaining their powers in another dimension and their father playing a role in their transformation. The trailer also introduces the villain Dr. Doom. The new trailer for ""Jurassic World"" was released, featuring Chris Pratt and genetically modified dinosaurs that can communicate with each other. Early reactions on Twitter were positive.","The new trailer for ""Fantastic Four"" shows the origins of the classic Marvel comics characters.","New ""Fantastic Four"" trailer shows a different take on the classic Marvel comics characters.","The new ""Fantastic Four"" movie, set to release on August 7, will have a different storyline from the original film. The trailer shows the origin of the foursome's powers and their flirtation between Sue Storm and Reed Richards. The new trailer for ""Jurassic World"" also came out, featuring more of star Chris Pratt and the dinosaurs' ability to communicate. Early reactions on Twitter for both movies are positive.",1,1,2,2,1,1,1,-1,-1,1
8,"The new ""Fantastic Four"" is out in August, and a new trailer shows off the classic Marvel characters.","The new ""Fantastic Four"" movie will have a different storyline and cast compared to the original film from a decade ago. The trailer for the movie shows the characters' early interactions and the introduction of the villain Dr. Doom. Another highly anticipated trailer released was for ""Jurassic World,"" which features Chris Pratt as a scientist trying to contain genetically modified dinosaurs. The dinosaurs in the movie have also learned to communicate with each other, causing concern among viewers. Overall, early reactions on Twitter for both trailers have been positive.","The new ""Fantastic Four"" trailer shows the origins of the classic Marvel comics characters.","The new ""Fantastic Four"" movie will have a different storyline and cast compared to the original film from a decade ago. The trailer shows the team's origin and introduces the villain, Dr. Doom. The trailer for ""Jurassic World"" also came out, featuring more of Chris Pratt's character and a genetically modified dinosaur that causes chaos. Fans on Twitter had mixed reactions to both trailers.","The new ""Fantastic Four"" movie, set to be released on August 7, will have a different storyline from the original movie released a decade ago. The trailer shows the foursome being given their powers by Sue and Johnny Storm's father and being transported to another dimension. The movie also features the villainous Dr. Doom and early flirtation between Sue Storm and Reed Richards. The new trailer for ""Jurassic World"" was also released, featuring more of star Chris Pratt and showing the dinosaurs communicating with each other. Early reactions on Twitter for both trailers were positive.","The new ""Fantastic Four"" trailer shows us a different take on the classic Marvel comics characters, played this go-round by Miles Teller, Kate Mara, Michael B. Jordan and Jamie Bell.","The new ""Fantastic Four"" movie will have a different storyline from the original, with the foursome gaining their powers in another dimension and their father playing a role in their transformation. The trailer also introduces the villain Dr. Doom. The new trailer for ""Jurassic World"" was released, featuring Chris Pratt and genetically modified dinosaurs that can communicate with each other. Early reactions on Twitter were positive.","The new trailer for ""Fantastic Four"" shows the origins of the classic Marvel comics characters.","New ""Fantastic Four"" trailer shows a different take on the classic Marvel comics characters.","The new ""Fantastic Four"" movie, set to release on August 7, will have a different storyline from the original film. The trailer shows the origin of the foursome's powers and their flirtation between Sue Storm and Reed Richards. The new trailer for ""Jurassic World"" also came out, featuring more of star Chris Pratt and the dinosaurs' ability to communicate. Early reactions on Twitter for both movies are positive.",1,1,2,2,1,1,1,1,1,-1
